station_id;station_number;name;capacity;coordinates
699;214123470;Place Léon Gambetta;26;POINT(48.8146125024 2.40292936563)
700;37921892;Vinaigriers - Magenta;25;POINT(48.8731167 2.3593052)
701;985086307;Gare d'Asnières sur Seine;24;POINT(48.9063645922 2.28350669146)
702;255212362;Porte de Versailles;24;POINT(48.8321538173 2.2871491313)
703;6298;Gare du Nord - Saint-Vincent de Paul;25;POINT(48.8809557416 2.35243051484)
704;452920451;Mont Valérien - Michel Salles;24;POINT(48.8561915 2.2152966)
705;54000545;Parc André Citroën;65;POINT(48.8406399443 2.27806180716)
706;39536951;Vistule - Choisy;33;POINT(48.8236554366 2.36157238483)
707;1056965116;Lac Daumesnil - Saint-Maurice;50;POINT(48.8277455574 2.41836547852)
708;653076373;Bois de Vincennes - Porte Jaune;35;POINT(48.8387512467 2.46054891497)
709;476053320;Ecole Militaire - Place Joffre;26;POINT(48.8520602036 2.30179935694)
710;1057061349;Chancé Milly - Cimetière Communal Sud;32;POINT(48.8968718938 2.30392232537)
711;1057039016;Fessart - Château;20;POINT(48.84245 2.23989)
712;311552027;Temple - Charlot;45;POINT(48.8657093438 2.36527372507)
713;302725495;Gare SNCF Vanves-Malakoff;51;POINT(48.8190021638 2.2921500051)
714;7247;Charonne - Pierre Bayle;23;POINT(48.8584450543 2.39039812239)
715;653134004;Louis Rolland - République;26;POINT(48.8171088974 2.3193106435)
716;653205656;Gare de la Garenne-Colombes;28;POINT(48.909752 2.239145)
717;85015750;Pergolèse - Malakoff;38;POINT(48.8752108878 2.28427816182)
718;1057221951;Balzac - Olympes de Gouges;28;POINT(48.7785033249 2.400678657)
719;1057378487;Fort d'Aubervilliers;22;POINT(48.9150238237 2.4035281688)
720;1057737444;Place Ginette Hamelin;51;POINT(48.837853 2.382064)
721;1237624420;Maurice d'Ocagne - General Maudhuy;30;POINT(48.8241428252 2.31587894261)
722;27359295;Benoît Frachon - République;30;POINT(48.8523072901 2.41560548544)
723;54000622;Davout - Volga;28;POINT(48.85291968 2.41052290978)
724;101008598;Reuilly - Place Felix Eboue;42;POINT(48.840302745 2.39463039872)
725;27296946;Square Claude Bernard;30;POINT(48.8987601622 2.37532574683)
726;653143563;Henri Ravera - Gabriel Péri;30;POINT(48.7972227383 2.3021158576)
727;66491391;Claude Vellefaux - Hôpital Saint-Louis;32;POINT(48.872859139 2.37007170699)
728;27364642;Maine - Liancourt;27;POINT(48.835064364 2.32373144997)
729;27415389;Gambetta - Père Lachaise;29;POINT(48.8642956962 2.39822866728)
730;35472299;Pyrénées - Plaine;12;POINT(48.8502670246 2.4062821269)
731;128874528;Temple - Haudriettes;19;POINT(48.8616368802 2.35669602065)
732;54000557;Simon Bolivar - Henri Turot;22;POINT(48.876887 2.374454)
733;52474;Belleville -  Pré Saint-Gervais;21;POINT(48.8755659101 2.39304609597)
734;76352106;Saint-Augustin;31;POINT(48.8762009747 2.31978625059)
735;100921894;Léon Frot - Charonne;19;POINT(48.8549638003 2.38721708537)
736;102317064;St-Ouen - Lamarck;45;POINT(48.8910830403 2.32673569484)
737;124183944;Hector Malot - Daumesnil;54;POINT(48.8469355299 2.37708762288)
738;101488317;René Coty - Place Denfert-Rochereau;36;POINT(48.8330564773 2.3329411447)
739;653197206;Marcel Pourtout - Édouard Manet;24;POINT(48.8755562076 2.16559678316)
740;27415256;Sahel - Général Michel Bizot;33;POINT(48.8408729648 2.40444447845)
741;66491384;Place Aristide Briand;35;POINT(48.8218923658 2.41300374269)
742;102752610;Mairie de Bagnolet;28;POINT(48.8684213186 2.41795878857)
743;49039283;Carpeaux - Place Jacques Froment;19;POINT(48.8906542 2.3309428)
744;15377776;Paul Valery - Victor Hugo;35;POINT(48.8713740608 2.28871285915)
745;54000629;Commandant Charcot - Bretteville;36;POINT(48.8753057077 2.25584607571)
746;210567545;Raspail - Varenne;18;POINT(48.8531478165 2.32639051974)
747;13105968;Le Brix et Mesmin - Jourdan;21;POINT(48.8223409659 2.3278616533)
748;653208733;Romainville - Vaillant-Couturier;38;POINT(48.86785 2.446748)
749;85123644;Pyrénées - Ménilmontant;26;POINT(48.8693268535 2.39508457482)
750;27414512;Caire - Dussoubs;40;POINT(48.8678534211 2.3493643105)
751;576188379;Vigée-Lebrun - Anselme Payen;24;POINT(48.8386839416 2.3110422492)
752;128915891;Octave Gréard - Tour Eiffel;33;POINT(48.8565029777 2.29317875433)
753;39296638;Berri - Haussmann;35;POINT(48.8747460474 2.3082953319)
754;314829539;Charles de Gaulle - Beauté;49;POINT(48.8364960231 2.47956265115)
755;213684750;Grenelle - Violet;35;POINT(48.8499303551 2.29461204261)
756;82387816;Bertie Albrecht - Hoche;32;POINT(48.8761403983 2.30130313831)
757;301841024;Molière - République;30;POINT(48.8111158139 2.31457386244)
758;129144878;Paris - Emile Zola;30;POINT(48.8548980958 2.41866856813)
759;102338493;Larmeroux - Baudelaire;30;POINT(48.8169399113 2.28098948048)
760;1062206433;Chemin Vert - Fraternité;20;POINT(48.8771412084 2.44615651667)
761;647826568;Saint-Germain - Thenard;30;POINT(48.850571 2.3471015)
762;129143598;Pierret - Madrid;28;POINT(48.8829765769 2.26012576725)
763;213694069;Flandre - Alphonse Karr;26;POINT(48.89465 2.381868)
764;205955605;Bienfaisance - Place de Narvik;36;POINT(48.8766016346 2.31297712773)
765;27269170;Quai aux Fleurs - Pont Saint-Louis;21;POINT(48.8529159562 2.35219571739)
766;66491405;Charonne - Avron;27;POINT(48.8516026652 2.39840304704)
767;27399735;Ernest Renan - Parc des Expositions;50;POINT(48.8308975701 2.2853584215)
768;85143075;Evariste Galois;30;POINT(48.8730875373 2.41333801299)
769;216039437;Lamennais - Washington;26;POINT(48.8735299003 2.30344489217)
770;54000634;Bineau - Louise Michel;25;POINT(48.8866616221 2.28432744741)
771;419381597;Professeur René Leriche - Général Leclerc;50;POINT(48.9078284548 2.3078879714)
772;221041655;Porte de Clignancourt;56;POINT(48.897488 2.343996)
773;213690256;Place du Maréchal Juin - Péreire;46;POINT(48.885263 2.298286)
774;88235134;Alésia - Suisses;47;POINT(48.8316825207 2.3149869226)
775;27364581;Parc de Choisy;25;POINT(48.8281562516 2.3585135329)
776;1396728955;Bastille - Beaumarchais;23;POINT(48.8538334639 2.36857026815)
777;101751231;Saint-Amand - Labrouste;36;POINT(48.8340972748 2.30876773596)
778;653066427;Franciade - Gabriel Péri;26;POINT(48.9326149933 2.35595449805)
779;41610121;Censier - Jardin des Plantes;28;POINT(48.8410717816 2.35547538847)
780;35106544;René Coty - Parc Montsouris;55;POINT(48.824791345 2.33612492681)
781;269953055;Quai Marcel Boyer - Victor Hugo;29;POINT(48.8225563667 2.39203959703)
782;285454061;Square de la rue Pixérécourt;15;POINT(48.8736824 2.3960278)
783;213686471;Eylau - Trocadéro;24;POINT(48.8633541224 2.28642091155)
784;1062812659;Auguste Blanqui - Glacière;60;POINT(48.831151603 2.34382219613)
785;653135400;Paul Vaillant-Couturier - Gare RER;26;POINT(48.8010815907 2.40209721029)
786;129135654;Victor Cresson - Telles de la Poterie;31;POINT(48.822698843 2.2686498275)
787;389788858;Emeriau - Beaugrenelle;74;POINT(48.8479124971 2.28430598974)
788;82499609;Convention - Lourmel;36;POINT(48.8420550417 2.28599108756)
789;335989765;Rond-Point de la Chapelle;50;POINT(48.8951266093 2.35997110605)
790;54000600;Toqueville - Cardinet;33;POINT(48.8849018711 2.31093931943)
791;285001735;Vivienne - Montmartre;39;POINT(48.8713475974 2.34145883471)
792;54000560;Geoffroy - Marie;20;POINT(48.8737819406 2.34451387634)
793;1057366813;Hôtel de Ville;32;POINT(48.8243635613 2.21310473979)
794;41219552;Saint-Benoît - Jacob;23;POINT(48.8554513601 2.33347222209)
795;27414713;Landy - Heurtault;30;POINT(48.9150965345 2.37595137209)
796;42907187;Richard Lenoir - Voltaire;25;POINT(48.8616427388 2.3727491498)
797;70903158;Raymond Poincaré - Place Victor Hugo;25;POINT(48.8703061244 2.28507454142)
798;27415411;Frères Flavien - Porte des Lilas;23;POINT(48.8780992764 2.41104629853)
799;653153519;Gare des Vallées;20;POINT(48.913179 2.257726)
800;653040243;Archives - Pastourelle;28;POINT(48.8623615 2.3595041)
801;6297;Victor Massé - Jean-Baptiste Pigalle;18;POINT(48.8811043724 2.33669556677)
802;129080400;Belles Feuilles - Place de Mexico;23;POINT(48.8658047465 2.28292062879)
803;653106960;Gare RER - Maurice Grandcoing;37;POINT(48.813881 2.392429)
804;125370566;Manin - Secrétan;20;POINT(48.8791665 2.3787959)
805;37995;Dom-Pérignon - Gravelle;50;POINT(48.8254815744 2.4098803103)
806;34836174;Place Charles Digeon;32;POINT(48.8435420313 2.41842716932)
807;653114443;Place Eustache Deschamps;20;POINT(48.793855 2.336637)
808;102748267;Montreuil - République;25;POINT(48.8502634946 2.43452042341)
809;653121023;Fief - République;25;POINT(48.8317088817 2.25577197969)
810;125542925;Louis Blanc - Aqueduc;37;POINT(48.8820301826 2.36356157809)
811;66491369;Montparnasse -  Square Ozanam;49;POINT(48.8433105678 2.32652429491)
812;42588096;Bobillot - Moulin des Prés;28;POINT(48.8286573462 2.35302064632)
813;36255;Toudouze - Clauzel;21;POINT(48.8792959173 2.33736008406)
814;37874517;Saint-Sulpice;21;POINT(48.8516538318 2.33080778271)
815;653132534;Louis Lejeune - Barbès;25;POINT(48.8180741898 2.32670098543)
816;210580039;Tour d'Auvergne - Rodier;17;POINT(48.879161 2.343698)
817;35149611;Liard - Amiral Mouchez;14;POINT(48.8214169 2.342167)
818;230873471;Octave Feuillet - Albéric Magnard;21;POINT(48.8610690295 2.27302830666)
819;35642049;Jemmapes - Ecluses Saint-Martin;15;POINT(48.8774851919 2.36600674689)
820;261987383;Place Du Général De Gaulle;26;POINT(48.8687591 2.4329931)
821;66491385;Fontenay - Libération;25;POINT(48.8478030636 2.44514197111)
822;66491389;Place de la Reine Astrid;58;POINT(48.8649209825 2.30254918239)
823;594942659;Gare du Nord - Denain;20;POINT(48.8795957876 2.35447257757)
824;624177860;Route de la Muette - Porte de Neuilly;50;POINT(48.8798926 2.2587671)
825;41498023;Oberkampf - République;24;POINT(48.8654533 2.3760261)
826;15462236;Galilée - Kléber;33;POINT(48.8674118657 2.29078138011)
827;39799329;Faubourg Montmartre - La Fayette;35;POINT(48.8752545491 2.3408536613)
828;27362896;Beffroy;26;POINT(48.8865910745 2.26139456034)
829;210746090;Grand Prieuré - Crussol;49;POINT(48.8646606279 2.36922655318)
830;652120758;Place de la Porte de Châtillon;59;POINT(48.8242469 2.3186306)
831;323486248;Montgallet - Reuilly;16;POINT(48.844291 2.3896481)
832;478952881;Boulets - Voltaire;24;POINT(48.8521870562 2.38903015852)
833;129152818;Place de la Fraternité;22;POINT(48.8571640584 2.42284744978)
834;102319838;Quai de la Loire - Jean Jaurès;16;POINT(48.8833973385 2.37107452298)
835;652192395;Route de Sèvres - Porte de Bagatelle;66;POINT(48.8752598413 2.24941581488)
836;49403716;Commandant Rivière;27;POINT(48.872933 2.309796)
837;49807107;Flandrin - Henri Martin;18;POINT(48.8643275 2.2724174)
838;129059516;Picpus - Louis Braille;44;POINT(48.8399887889 2.40052566855)
839;27415179;Sarrette - Général Leclerc;22;POINT(48.8250308529 2.3264128694)
840;82550925;Place des Marseillais;37;POINT(48.8266390725 2.40592807531)
841;653048150;Jussieu - Guy de la Brosse;40;POINT(48.845665 2.355653)
842;54000582;Edgar Quinet - Gaité;27;POINT(48.841160929 2.32459545135)
843;129077035;Emeriau - Place de Brazzaville;51;POINT(48.8507852617 2.28715851903)
844;434419150;Bara - Henri Farman;36;POINT(48.8332180275 2.26775676012)
845;210754072;Place Jean Delay;35;POINT(48.823316 2.354336)
846;43165673;Belfort - Voltaire;39;POINT(48.8563358 2.3829901)
847;27363323;Laffitte - Italiens;33;POINT(48.8718157374 2.33720154785)
848;39599631;François Ponsard - La Muette;23;POINT(48.8583666 2.2744515)
849;54000572;Diderot - Pierre Bourdan;21;POINT(48.8476486208 2.39025827497)
850;100855693;Sabot - Rennes;26;POINT(48.8525751129 2.33155276626)
851;52329;Chernoviz - Raynouard;37;POINT(48.8569864146 2.28217321814)
852;335780498;Greneta - Sebastopol;30;POINT(48.8652423332 2.35166698694)
853;15401095;Versailles - Claude Terrasse;46;POINT(48.8402193381 2.26383419115)
854;349750111;Bleue - Trévise;30;POINT(48.8757890656 2.34728962183)
855;267976590;François Truffaut - Saint Emilion;66;POINT(48.8337235434 2.38660190327)
856;27362949;Louis Blanc - Jemmapes;31;POINT(48.8793307553 2.36844856292)
857;54000553;Marignan - Champs-Elysées;35;POINT(48.8694956612 2.3066138139)
858;214109662;Hôtel de ville de Fontenay-sous-Bois;20;POINT(48.8494974911 2.47501641512)
859;292871105;Botzaris - Crimée;21;POINT(48.8795969869 2.38879133375)
860;653129435;Neuilly - Petit;16;POINT(48.8992880358 2.29669243097)
861;422639331;Mairie de Neuilly sur Seine;31;POINT(48.8849472877 2.26770311594)
862;42541542;Gare Montparnasse - Edgar Quinet;33;POINT(48.8414878511 2.32332322828)
863;653131074;Vanne - Général de Gaulle;25;POINT(48.815007 2.328318)
864;129101773;Caulaincourt - Place Constantin Pecqueur;44;POINT(48.889677905 2.33817871443)
865;1057203651;Stade de France;44;POINT(48.9191419536 2.36206557602)
866;235197110;Place de la Gare;46;POINT(48.8025335801 2.42750376463)
867;214097180;Paul Doumer - Stalingrad;24;POINT(48.8065189922 2.33688801527)
868;49117995;Condorcet - Turgot;20;POINT(48.8798515579 2.34523236752)
869;15411223;Dareau - Broussais;24;POINT(48.8307758 2.3361804)
870;82339935;Porte de la Muette;36;POINT(48.8630231784 2.26871881702)
871;43247738;Ruisseau - Ordener;35;POINT(48.8929946257 2.34014488757)
872;75525462;Plantes - Moulin Vert;45;POINT(48.8300575531 2.32323020697)
873;80298493;Mairie du Kremlin-Bicêtre;25;POINT(48.8119198154 2.35701899976)
874;653097126;Place Paul Delouvrier;26;POINT(48.8920258128 2.38515939564)
875;120564786;Filles Saint-Thomas - Place de la Bourse;58;POINT(48.8688998909 2.33975438452)
876;653155159;Marx Dormoy - Château Sainte-Barbe;22;POINT(48.7905825118 2.2983071208)
877;653165196;Les Blagis;27;POINT(48.785205 2.302526)
878;54000536;Saint-Fiacre - Poissonière;35;POINT(48.8708289116 2.34592135996)
879;39565873;Jouffroy d'Abbans - Malesherbes;27;POINT(48.8850134 2.3070717)
880;75352635;Place de la vache noire;25;POINT(48.8104051706 2.32706040144)
881;54000552;Rome - Provence;30;POINT(48.8742300556 2.32557011172)
882;11580442;Geoffroy-Saint-Hilaire - Saint-Marcel;17;POINT(48.8390782642 2.35687734067)
883;210568512;Assemblée Nationale;63;POINT(48.8614110147 2.32012141852)
884;55927887;Gabriel Lamé;36;POINT(48.8351212784 2.38553456962)
885;129164969;Place Jean-Spire-Lemaître;50;POINT(48.8468428627 2.45206207037)
886;336511521;Place de Rhin et Danube;17;POINT(48.8819276586 2.39258676767)
887;213684314;Fédération - Suffren;25;POINT(48.8528281534 2.29787763208)
888;611152693;Tertres - Fontaine;28;POINT(48.7875536547 2.30623573065)
889;129032910;Marseille - Beaurepaire;55;POINT(48.871624307 2.36392650827)
890;1062162270;Théâtre;20;POINT(48.9057683093 2.23539210223)
891;54001024;Parmentier - Abel rabaud;53;POINT(48.8692127384 2.37168882124)
892;338824395;Bourse du Travail;17;POINT(48.8689766388 2.3623438552)
893;250061205;Quai d'Orsay - Invalides;18;POINT(48.8630969001 2.31698962102)
894;568135465;Paul Vaillant Couturier - Chaptal;39;POINT(48.8934795762 2.27752536535)
895;129091653;Gare de Pont-Cardinet;34;POINT(48.8871390148 2.31449414399)
896;218903767;René Boulanger - Lancry;62;POINT(48.8685433 2.3600032)
897;43155320;Porte d'Orléans;48;POINT(48.8227639 2.3249313)
898;216473073;Tardieu - Chappe;18;POINT(48.8841467598 2.34184540808)
899;357409723;Place Violet;30;POINT(48.8448789384 2.29057565331)
900;129119449;Ménilmontant - Pelleport;19;POINT(48.8706826338 2.39895960233)
901;339797666;Charles de Gaulle - Jean Lolive;26;POINT(48.8932644351 2.4126765132)
902;125469898;Square Léon;33;POINT(48.8866739679 2.35320556909)
903;129089749;Brochant - Square des Batignolles;31;POINT(48.8881869858 2.31686114315)
904;27415297;Square Raymond Souplex;52;POINT(48.8918372148 2.33542610317)
905;15299574;Charles Delescluze;49;POINT(48.8524220085 2.38063249737)
906;263732151;Gambetta - Michelet;33;POINT(48.8527379238 2.42996603251)
907;66505513;François 1er - Lincoln;31;POINT(48.8695179793 2.30242621884)
908;75313725;Ferrus - Saint-Jacques;34;POINT(48.8313878 2.3408563)
909;460558111;Square du Bataclan;20;POINT(48.8633762 2.3711327)
910;30550;Mairie du 9ème;24;POINT(48.8732671376 2.34075344805)
911;478593396;Jean Moulin - Paul Doumer;20;POINT(48.8622179855 2.45533436537)
912;15310509;Choron - Martyrs;17;POINT(48.8778514435 2.33967013657)
913;278576043;Honoré d'Estienne d'Ovres - Grilles;18;POINT(48.8905639474 2.40648318438)
914;653125838;Cours de l'Ile Seguin - Parc Billancourt;29;POINT(48.8271405584 2.23423451185)
915;27363277;Place Saint-Ferdinand;38;POINT(48.8781552979 2.28851804786)
916;102326776;Jardin de l'Hospice Debrousse;23;POINT(48.8614510619 2.40568600595)
917;82572699;Damrémont - Ordener;30;POINT(48.893400393 2.33626652391)
918;27415246;Javel - André Citroën;45;POINT(48.8462764855 2.27863680571)
919;428088564;La Jarry - Place Diderot;25;POINT(48.8497269404 2.45201379061)
920;213682190;Place Jacques et Thérèse Tréfouël;43;POINT(48.8427264983 2.31256574392)
921;54000556;Gare du Nord - Faubourg Saint-Denis;28;POINT(48.8796127655 2.35684029758)
922;1057354004;Chemin de Bretagne;29;POINT(48.825147 2.25936)
923;1062685145;Bibliothèque Nationale;17;POINT(48.8682889935 2.33808930963)
924;653089942;Poissonniers - Championnet;28;POINT(48.8954329973 2.35301781446)
925;66505510;Epée de Bois - Mouffetard;63;POINT(48.8415086904 2.35006671399)
926;30730;Place de la Nation - Charonne;36;POINT(48.8483646678 2.39976238598)
927;123546861;Place du Colonel Fabien;27;POINT(48.8775683209 2.36987918615)
928;653091206;Porte de Clignancourt - Ney;40;POINT(48.899641124 2.34432142228)
929;1063410400;Alouettes - Maréchal de Lattre de Tassigny;22;POINT(48.8551100929 2.49307002872)
930;1063421211;Barbès - Monique Maunoury;40;POINT(48.8155271882 2.36871693349)
931;323468705;Saint-Honoré - Musée du Louvre;22;POINT(48.8634431328 2.33487818464)
932;74864208;Bagnolet - Place Saint-Blaise;28;POINT(48.85973 2.40334)
933;42950428;Place du Docteur Yersin;50;POINT(48.8201049499 2.37255837768)
934;27399547;Dominique Pado - Croix Nivert;22;POINT(48.83656 2.28976)
935;35263507;Port Royal - Hôpital Cochin;23;POINT(48.8383732338 2.34071787447)
936;6497;Duhamel - André Gide;20;POINT(48.8365662244 2.3127071211)
937;653118283;Ancienne Mairie - André Morizet;25;POINT(48.838311 2.234077)
938;82413301;Ménilmontant - Oberkampf;42;POINT(48.8666176587 2.38301344042)
939;100769544;Harpe - Saint-Germain;45;POINT(48.851518815 2.34367031604)
940;210405211;Beaux-Arts - Bonaparte;20;POINT(48.8564519854 2.33485188335)
941;457813746;Henri Barbusse - Stalingrad;16;POINT(48.8145807102 2.28753000498)
942;1805401614;Sèvres-Gallieni;27;POINT(48.837743868 2.2281204164)
943;535500589;Hôpital Européen Georges Pompidou;65;POINT(48.8376953192 2.27537423372)
944;828134511;Porte de Vanves;32;POINT(48.8280128494 2.30568788946)
945;586649404;Conservatoire de Musique;25;POINT(48.7709358667 2.40340143442)
946;271426439;Buisson Saint-Louis - Saint-Maur;19;POINT(48.8717468493 2.37225283288)
947;303695607;Pont-Neuf - Quai du Louvre;30;POINT(48.8582958983 2.34237145633)
948;27415736;Jean Jaurès - Presles;30;POINT(48.907134415 2.39600572805)
949;572566600;Edouard Tremblay - Julian Grimau;30;POINT(48.7813838251 2.37235084176)
950;213685514;Place Robert Guillemard;24;POINT(48.8361917281 2.28112671601)
951;213688462;Sablons - Georges Mandel;38;POINT(48.863875 2.28189)
952;213690847;Reims - Raymond Pitet;37;POINT(48.8888 2.296319)
953;362869414;Hôpital Bégin;26;POINT(48.8457167211 2.42724627256)
954;42743053;Stephenson - Doudeauville;36;POINT(48.8885370489 2.35616102815)
955;82337423;Varenne;47;POINT(48.8572026618 2.31527712196)
956;376526598;Mairie des Lilas;47;POINT(48.8792834 2.4160182)
957;985828965;Place de Verdun;40;POINT(48.8202823 2.473775)
958;82571110;Verdun - Place Henri IV;26;POINT(48.8707973756 2.22770031542)
959;1333959209;Génie - Mozart;19;POINT(48.7949023812 2.37341836095)
960;76199110;Université Paris Dauphine;70;POINT(48.87070784 2.27486561984)
961;102289046;Lourmel - Marie Skobtsov;22;POINT(48.844974 2.287283)
962;124402232;Belleville - Télégraphe;41;POINT(48.8756045 2.3995549)
963;63769334;Emile Blemont - Poteau;39;POINT(48.8943782 2.3415122)
964;224256188;Beaujon - Wagram;29;POINT(48.875352456 2.29644164443)
965;37920;Traversière - Ledru-Rollin;34;POINT(48.8507358241 2.37587011171)
966;36151;Favart - Italiens;17;POINT(48.8714463539 2.33829010585)
967;256403519;Place Pigalle;21;POINT(48.8827555 2.3361566)
968;486750405;Ney - Porte de Montmartre;25;POINT(48.897918 2.3364872)
969;1056959071;Place Mireille Havet;43;POINT(48.850533 2.383756)
970;129081441;Vignes - Boulainvilliers;21;POINT(48.856399484 2.27524045855)
971;82590367;Place Marcel Sembat;56;POINT(48.8332886503 2.24417477846)
972;271540743;Gare de Clichy-Levallois;26;POINT(48.8967982748 2.29846805334)
973;100905057;Londres - Amsterdam;23;POINT(48.8780344615 2.32648354097)
974;272638713;Charles de Gaulle - Louis-Philippe;28;POINT(48.8816213111 2.27128300904)
975;653079520;Averroès - Aimé Césaire;19;POINT(48.9140532343 2.41263695061)
976;213685863;Parc Suzanne Lenglen;52;POINT(48.8332506905 2.27654032409)
977;101756482;Convention - Vaugirard;48;POINT(48.8376768223 2.29558692602)
978;653135378;Amaury Duval - Gabriel Péri;36;POINT(48.8171875967 2.32384175062)
979;458086607;Président Wilson - Baudin;28;POINT(48.898268871 2.28493362665)
980;85155919;Estienne d'Orves - Henri Ginoux;31;POINT(48.8153882204 2.32088679076)
981;653083263;Lucien Bossoutrot - Général Martial Vallin;39;POINT(48.8369560463 2.27410722524)
982;488889101;Bessières - Porte de Clichy;33;POINT(48.8961176245 2.31790903956)
983;491932748;Porte des Lilas - Faidherbe;39;POINT(48.8786185567 2.41203278303)
984;82336035;Saint-Germain - Ciseaux;18;POINT(48.8533052776 2.33446546188)
985;213894629;Square Denise Buisson;45;POINT(48.8562322731 2.42643624544)
986;1057748427;Rottembourg - Général Michel Bizot;43;POINT(48.8378782599 2.40440525115)
987;437741660;Saint-Denis - Rivoli;43;POINT(48.8590593408 2.34769430012)
988;49498164;Mairie du 8ème;14;POINT(48.877932 2.318264)
989;653144717;Camille Risch - Paul Armangot;25;POINT(48.774703 2.373685)
990;1062874070;Jourdan - Cité Universitaire;39;POINT(48.8198973432 2.33970079641)
991;101740379;Boulard - Daguerre;45;POINT(48.8344236783 2.32945896685)
992;1062982815;Gare de Bellevue;0;POINT(48.818953 2.229511)
993;128880156;Archives - Rivoli;25;POINT(48.8573467074 2.35397670418)
994;443654970;Française - Etienne Marcel;37;POINT(48.8640533047 2.34758701175)
995;331153695;Square Emile - Chautemps;25;POINT(48.8674337242 2.35363572836)
996;100759356;Montmartre - Etienne Marcel;16;POINT(48.8650219458 2.34506844014)
997;1062827573;Bézout - Général Leclerc;30;POINT(48.828848045 2.32859730721)
998;96608796;Fille du Calvaire - Turenne;29;POINT(48.8621050541 2.36496001482)
999;1074333296;Hippodrome Paris-Vincennes;0;POINT(48.8234284 2.4504295)
1000;54001189;Chaussée d'Antin - Haussmann;28;POINT(48.87243 2.33359)
1001;82574979;Arthur Ranc - Hôpital Bichat;26;POINT(48.8978712501 2.33352184296)
1002;1074352578;Parc Floral du Bel Air;0;POINT(48.83922 2.434263)
1003;653156540;Place de la Division Leclerc;35;POINT(48.7938249886 2.27311404306)
1004;102339791;Place du Maréchal de Lattre de Tassigny;27;POINT(48.8217077153 2.28534314854)
1005;653114003;Dôme - République;25;POINT(48.832681 2.250257)
1006;102287315;Félix Faure - Convention;44;POINT(48.841249336 2.28838660085)
1007;39776330;Buzenval - Vignoles;17;POINT(48.8538581717 2.40000408143)
1008;102751453;Hôtel de Ville de Vincennes;27;POINT(48.8482760971 2.43989557028)
1009;54000583;Tombe Issoire - René Coty;36;POINT(48.8305128767 2.33436137438)
1010;28233012;Marceau - Président Wilson;32;POINT(48.8652359 2.3002513)
1011;124167835;Lavoisier - Missak Manouchian;18;POINT(48.862864689 2.49567646533)
1012;27415371;Charonne - Alexandre Dumas;35;POINT(48.8560774151 2.39486932755)
1013;35471668;Flandre - Ourcq;30;POINT(48.8926015919 2.37909156829)
1014;27415004;Général Michel Bizot - Claude Decaen;38;POINT(48.8348126298 2.40092778813)
1015;129026597;Caumartin - Provence;22;POINT(48.8744227734 2.32846856117)
1016;210397939;Thouin - Cardinal Lemoine;17;POINT(48.8450471666 2.34946478513)
1017;15433394;Custine - Ramey;41;POINT(48.8887358969 2.34695266932)
1018;129021753;Moncey - Blanche;17;POINT(48.8800658747 2.33108103275)
1019;230877798;Chartres - La Charbonnière;34;POINT(48.8847601 2.3534657)
1020;210753033;Gare d'Austerlitz;14;POINT(48.842524 2.364044)
1021;13718041;Square Simon Bolivar;24;POINT(48.8750898883 2.38263040781)
1022;209057581;Gabriel Péri - Francisco Ferrer;18;POINT(48.8863371024 2.40733891726)
1023;27206194;Saint-Jacques - Val de Grâce;20;POINT(48.8417514 2.3413893)
1024;76199461;Championnet - Vauvenargues;33;POINT(48.8940187474 2.33198728412)
1025;54000577;Arago - Glacière;27;POINT(48.8348605478 2.34457705243)
1026;27415512;Parc Roger Salengro;36;POINT(48.9053038586 2.31055945158)
1027;54000626;Madame de Sanzillon - Mozart;22;POINT(48.9037982077 2.31874018908)
1028;49368561;Jules Ferry - Faubourg du Temple Paris;58;POINT(48.868397 2.3678933)
1029;376664868;Gaston Roussel - Commune de Paris;30;POINT(48.8943203455 2.43255227442)
1030;38263504;Place Jacques Madaule;25;POINT(48.8239337873 2.26069182158)
1031;66491392;Parmentier - Hôpital Saint-Louis;43;POINT(48.8713798743 2.36989638367)
1032;49085250;Departement - Pajol;19;POINT(48.8866748497 2.36136116087)
1033;27363096;Charenton - Wattignies;33;POINT(48.8366757964 2.39179585556)
1034;27033125;Pierre Ginier - Clichy;16;POINT(48.8867667 2.326228)
1035;224598098;Dunois - Clisson;51;POINT(48.832294 2.3674523)
1036;220726050;Mézières - Rennes;55;POINT(48.8502345932 2.33038198203)
1037;54000605;Mairie du 18ème;40;POINT(48.8929392969 2.34455108643)
1038;84979504;Provence - Chaussée d'Antin;25;POINT(48.8742844754 2.33297651156)
1039;82404497;Ledru-Rollin - Place du Père Chaillet;37;POINT(48.8564337069 2.37902058776)
1040;2002864789;Strasbourg - Saint-Denis;16;POINT(48.8696016424 2.35429085791)
1041;54000608;Porte d'Aubervilliers;55;POINT(48.8985966194 2.36897226423)
1042;37903195;Transvaal - Charles de Gaulle;27;POINT(48.8482804036 2.23734201209)
1043;100906707;Boulets - Faubourg Saint-Antoine;43;POINT(48.8492592621 2.39175461419)
1044;484423835;Président Wilson - Jean Jaures;27;POINT(48.8903405405 2.29206830263)
1045;210583589;Place Jacques Bonsergent;33;POINT(48.8709482186 2.3612049222)
1046;37647;Gare du Nord - Dunkerque;29;POINT(48.8804235084 2.35276367515)
