station_id;station_number;name;capacity;coordinates
348;82335295;Saint-Séverin - Saint-Michel;30;POINT(48.8527313055 2.34409276396)
349;54000623;Mairie du 20ème;27;POINT(48.8653023243 2.39906698465)
350;27415360;Reynaldo Hahn - Lagny;19;POINT(48.8492660436 2.41233032884)
351;101010226;Porte de Charenton;67;POINT(48.8312401059 2.39891074598)
352;213682736;Morillons - Dantzig;52;POINT(48.8331014995 2.29938000441)
353;214114469;Gare de Nogent-le-Perreux;32;POINT(48.8384255335 2.49369330704)
354;66491397;Gare de Lyon - Place Louis Armand;60;POINT(48.8455150898 2.37264984463)
355;129011497;Rochechouart lamartine;24;POINT(48.8767198951 2.34439302185)
356;101763163;Desaix - Edgar Faure;12;POINT(48.8528046049 2.29307702986)
357;102309973;Cimetière de Montmartre;43;POINT(48.8864724661 2.33289018273)
358;532054446;Richard Lenoir - Republique;58;POINT(48.8667175 2.3692541)
359;52393;Grands Moulins de Pantin;50;POINT(48.8973836972 2.39599853754)
360;81081358;Pajol - Place Herbert;39;POINT(48.8927825 2.3635598)
361;54000625;Repos - Cimetière du Père Lachaise;33;POINT(48.8593585236 2.38961313668)
362;27364743;Marc Sangnier - Porte de Vanves;21;POINT(48.8252186836 2.31071166694)
363;235241110;Gare Rer de Fontenay sous Bois;62;POINT(48.8436279 2.4630465)
364;54000628;Claude Debussy - Marc Bloch;28;POINT(48.9103881805 2.31177717447)
365;82432573;Porte d'Ivry;50;POINT(48.8217687476 2.36887067556)
366;237041013;Saint-Jacques - Soufflot;19;POINT(48.8465255 2.343099)
367;82587428;Gambetta - Hôpital Tenon;35;POINT(48.867925154 2.40097662355)
368;1063017616;Mairie;22;POINT(48.906475 2.246955)
369;27278603;Porte de la Villette;27;POINT(48.8983519655 2.38615013659)
370;475524450;Chanzy - Sud-Est;25;POINT(48.8889120377 2.19563215971)
371;210748575;Gravelle - Route du Bac;51;POINT(48.824407 2.418455)
372;215495494;Batignolles - Place de Clichy;47;POINT(48.8834745358 2.32649311423)
373;653046369;Carrefour Pleyel;36;POINT(48.9203415696 2.34385438263)
374;426772876;Ledru-Rollin - Charonne;32;POINT(48.8534585561 2.37724635819)
375;74620630;Parc de Belleville - Julien Lacroix;26;POINT(48.8703459 2.3842214)
376;977409509;Vincennes - Douy-Delcupe;38;POINT(48.8549369216 2.43604928255)
377;6512;Porte de Ménilmontant;15;POINT(48.8691543609 2.40932246879)
378;37936869;Assas - Vaugirard;35;POINT(48.8482741114 2.32924137264)
379;102743096;Sadi Carnot - François Mitterrand;27;POINT(48.8753268767 2.4241617322)
380;54000592;Balard - Montagne de la Fage;36;POINT(48.8385074033 2.27828711271)
381;1020700136;Neuve Saint-Pierre - Beautreillis;20;POINT(48.8535535144 2.36391227692)
382;54000588;Gare Montparnasse - Vaugirard;66;POINT(48.8418071799 2.3195100269)
383;42499285;Petit Palais;43;POINT(48.8667692 2.3157655)
384;484387018;Place du Maquis du Vercors;31;POINT(48.8773215795 2.40837827325)
385;101490103;Saint-Jacques - Tombe Issoire;23;POINT(48.8332063305 2.33691081405)
386;210394523;Porte Saint-Martin;35;POINT(48.8686017211 2.3557010293)
387;82419429;Faidherbe - Dahomey;44;POINT(48.8513583298 2.3838231348)
388;84983562;Roquette - Folie Regnault;52;POINT(48.8592469592 2.38655362358)
389;653076393;Place du Front Populaire - George Sand;35;POINT(48.906807137 2.36454121499)
390;213691137;Carnot - Général Lanrezac;30;POINT(48.8754438707 2.2938242935)
391;98187918;Lobau - Hôtel de Ville;60;POINT(48.8562118 2.3532536)
392;1057207064;Université;24;POINT(48.9456904607 2.36380264163)
393;455294759;Place Charles de Gaulle;28;POINT(48.8966431015 2.25257009268)
394;365886904;Berthier - Place Stuart Merril;37;POINT(48.8859279224 2.29334503412)
395;468354634;Quai de l'Oise - Aisne;30;POINT(48.8906231 2.3833701)
396;559595472;Suffren - Champ de Mars;23;POINT(48.8547194 2.2952168)
397;1057399900;Placette Grégoire Collas;25;POINT(48.94342014 2.24874760956)
398;27414544;Place Monge;21;POINT(48.8427618031 2.35240794718)
399;101017160;Place de Rungis;32;POINT(48.8224559476 2.34738272948)
400;13912564;Bruant - Vincent Auriol;25;POINT(48.8348484529 2.36682649963)
401;39149651;Richard Lenoir - Place de la Bastille;46;POINT(48.8538327 2.3697222)
402;1062802530;Niger - Soult;24;POINT(48.8436990637 2.41036123722)
403;569583918;Choiseul - Quatre Septembre;44;POINT(48.8699355332 2.33599752188)
404;1062833975;Froidevaux - Boulard;35;POINT(48.8351473196 2.32944119722)
405;1064008882;Poulet - Barbès;20;POINT(48.887148 2.349064)
406;6352;Saint-Bon - Rivoli;19;POINT(48.8579996433 2.35021728098)
407;100790494;Bréa - Raspail;24;POINT(48.8427384783 2.32979422176)
408;99886640;Place des Victoires;24;POINT(48.8660354 2.3420333)
409;89553051;Pyrénées - Cours de Vincennes;21;POINT(48.8477967799 2.40617215633)
410;58086242;Square des Amandiers;12;POINT(48.8661563067 2.38913241774)
411;76507850;Dantzig - Lefebvre;33;POINT(48.8301392159 2.29593403637)
412;13248144;Volontaires - Vaugirard;34;POINT(48.8413205018 2.30808901725)
413;70736110;Etienne Dolet - Place Maurice Chevalier;33;POINT(48.8679830336 2.38514053111)
414;99798962;Place Saint-André des Arts;37;POINT(48.8528861739 2.34265442938)
415;312165511;Faubourg Du Temple - Republique;38;POINT(48.8678724847 2.36489821581)
416;516709288;Charonne - Robert et Sonia Delauney;20;POINT(48.855907556 2.39257067442)
417;209063434;André Karman - République;31;POINT(48.9103987576 2.38513559103)
418;653197324;Théâtre des Amandiers - Palais des sports;24;POINT(48.8926485268 2.21369415522)
419;7254;Gay Lussac - Saint-Jacques;24;POINT(48.8447302561 2.34192394487)
420;323616530;Quai de l'Horloge - Pont Neuf;17;POINT(48.8570587391 2.34179828394)
421;27363489;Claude Decaen - Cannebière;27;POINT(48.8376141704 2.3972537822)
422;508042092;Pyramide - Ecole du Breuil;34;POINT(48.8223797715 2.45868712664)
423;818302209;Mairie de Montreuil;52;POINT(48.8613145276 2.44061440229)
424;210741164;Jemmapes - Grange aux Belles;23;POINT(48.873462 2.364035)
425;210744286;Chemin Vert - Saint-Maur;45;POINT(48.8611246141 2.38129902631)
426;101743895;Joseph Liouville - Croix Nivert;64;POINT(48.8448354712 2.29750849307)
427;39254792;Mairie du 11ème;51;POINT(48.858925 2.3789759)
428;42566291;Miromesnil - La Boétie;35;POINT(48.8737224129 2.31584809721)
429;213868408;Gare Routière;31;POINT(48.842881839 2.22224503756)
430;214134714;Gare Arcueil - Cachan;26;POINT(48.799824 2.328171)
431;338762459;Edouard Poisson - Victor Hugo;30;POINT(48.9111391495 2.37927228212)
432;213688824;Faustin Hélie - Desbordes-Valmore;33;POINT(48.859403 2.276522)
433;470807791;Jardin d'Acclimatation;33;POINT(48.8787722425 2.27077223361)
434;214102967;Gare de Laplace;43;POINT(48.8089319911 2.33494609594)
435;82450803;Square Cambronne;59;POINT(48.8475665453 2.30256915092)
436;85145704;Réunion - Avron;26;POINT(48.852566752 2.40392806871)
437;129125489;Piat - Parc de Belleville;21;POINT(48.8719562664 2.38498139028)
438;95927849;Jean Jaurès - Jean Baptiste Clément;24;POINT(48.8457626145 2.23696500063)
439;979059925;Bridaine - Lamandé;29;POINT(48.8862074 2.3206239)
440;984663789;Faubourg St-Antoine - Place de la Nation;37;POINT(48.8487659 2.3940436)
441;54000618;Pyrénées - Maraîchers;19;POINT(48.857140014 2.40435093641)
442;15291968;Place de Passy;15;POINT(48.8578029171 2.27750054694)
443;7304;Bassano -  Iéna;15;POINT(48.8681445105 2.29614960099)
444;101761298;Place du Moulin de Javel;45;POINT(48.8402167092 2.27160606533)
445;39217683;Alfred Roll - Berthier;34;POINT(48.8878085705 2.30009529818)
446;13283986;Keller - La Roquette;34;POINT(48.8555508 2.3752778)
447;6515;Rougemont - Poissonnière;30;POINT(48.8716115694 2.34587308019)
448;1034247348;Place des Larris;34;POINT(48.8568363 2.4780236)
449;27363029;Charonne - Philippe-Auguste;32;POINT(48.855603162 2.39054639062)
450;15383032;Place du Canada;40;POINT(48.8653462694 2.31019378796)
451;128932790;Arsène Houssaye - Champs-Elysées;29;POINT(48.8734092763 2.29779046029)
452;54001190;Mairie du 19ème;27;POINT(48.8825626425 2.38126248121)
453;653072212;Place du 8 mai 1945;30;POINT(48.9388822721 2.35662437975)
454;37952191;Jean Jaurès - Reine;31;POINT(48.8400962256 2.2398725152)
455;27415444;Louis Ganne - Davout;30;POINT(48.8633872069 2.409725748)
456;1056972307;Pyramide - Parc Floral;49;POINT(48.837442 2.440452)
457;128928526;Clapeyron - Moscou;15;POINT(48.8807881951 2.32481505722)
458;38319086;Pierre Demours - Laugier;37;POINT(48.8813072 2.294846)
459;409364001;Ivry - Simone Weil;18;POINT(48.823283932 2.36590951681)
460;124622630;Pelée - Alphonse Baudin;38;POINT(48.8600265 2.3710541)
461;303563942;Hôtel de Ville - Pont d'Arcole;20;POINT(48.8558764518 2.35089216381)
462;368766689;Westermeyer - Paul Vaillant-Couturier;25;POINT(48.8191161816 2.39666372538)
463;6294;Marché aux fleurs;23;POINT(48.8552581154 2.34737545252)
464;102722579;Voltaire - Anatole France;27;POINT(48.892061744 2.28446692228)
465;1057392676;Rouget de Lisle;0;POINT(48.76505 2.40805)
466;653083675;Maréchal Joffre - Verdun;20;POINT(48.85385 2.470307)
467;1057360420;Place Aimé Césaire;27;POINT(48.7831947131 2.24291279912)
468;1057765913;Hôpital Necker;40;POINT(48.8460434901 2.31324501336)
469;54000590;Croix Nivert - Square Saint-Lambert;47;POINT(48.8430515216 2.29520045221)
470;15462861;Crevaux - Bugeaud;31;POINT(48.8708094287 2.28114900769)
471;7295;Chevreuse - Montparnasse;15;POINT(48.8417391612 2.33155221674)
472;75345531;Turbigo - Française;16;POINT(48.8635885811 2.34777946025)
473;1063429705;Eugène Varlin - Place de la Paix;23;POINT(48.792862 2.363093)
474;516395829;Quai des Célestins - Henri IV;14;POINT(48.8512971 2.3624535)
475;1074347188;Champs de Manoeuvre - Cartoucherie;0;POINT(48.84763 2.379008)
476;276989966;Oratoire - Rivoli;18;POINT(48.8613427609 2.34000474215)
477;74805344;Pierre Charron - Champs-Elysées;32;POINT(48.8701033599 2.30435013771)
478;101022698;Olympiades;36;POINT(48.8267646652 2.36508607864)
479;82571023;Alexandre Dumas - Place de la Réunion;45;POINT(48.8553371074 2.39977036876)
480;100893610;Bourdonnais - Tour Eiffel;60;POINT(48.8608977979 2.29559959845)
481;27363397;Jean Bologne - Passy;19;POINT(48.8575668898 2.28002739531)
482;27363504;Jacquier - Didot;30;POINT(48.8295333629 2.31817927212)
483;37815204;Mairie du 12ème;30;POINT(48.8408553118 2.38755494356)
484;653062048;Gare du Nord - Place de Valenciennes;25;POINT(48.879089 2.354235)
485;82405965;Froment - Bréguet;44;POINT(48.8570414505 2.37289470307)
486;506455295;Général Martial Valin - Pont du Garigliano;16;POINT(48.8382309427 2.27050602436)
487;1057149522;Rond-point du Dr Albert Schweitzer;22;POINT(48.7898091899 2.31439400464)
488;315525484;Berges de Seine - Musée d'Orsay;16;POINT(48.8627885937 2.30645935982)
489;210570888;Las Cases - Bourgogne;22;POINT(48.8590911047 2.3185685277)
490;129004826;Bellefond - Poissonnière;17;POINT(48.8775989705 2.34846375883)
491;205938683;Delphine Seyrig - Général Leclerc;53;POINT(48.8939239631 2.39790290594)
492;1057324291;Cimetière de Montrouge;58;POINT(48.822009 2.322188699)
493;813544903;Amelot - Saint-Sébastien;30;POINT(48.8611421628 2.36779961811)
494;213681356;David Weill - Parc Montsouris;22;POINT(48.8210923743 2.33372569084)
495;620403530;Gabriel Péri - Danielle Casanova;20;POINT(48.790114 2.4025777)
496;213694482;Botzaris - Parc des Buttes Chaumont;20;POINT(48.877951 2.381464)
497;213936755;Edouard Vaillant - Galliéni;49;POINT(48.8584628817 2.41479545832)
498;66491378;Lakanal - Commerce;53;POINT(48.8444246279 2.29405917227)
499;54000609;Laumière - Petit;34;POINT(48.8846736854 2.38003905863)
500;213702608;Boyer - Ménilmontant;19;POINT(48.8688951627 2.39198241456)
501;249554935;Quai Anatole France - Musée d'Orsay;12;POINT(48.8612117406 2.32424609363)
502;378648513;Jean Colly - Tolbiac;36;POINT(48.8278172916 2.37054906785)
503;84986959;Bastille - Biscornet;62;POINT(48.8513557796 2.36922003329)
504;1057009034;Henri Chevreau - Couronnes;27;POINT(48.8703320531 2.3887776956)
505;129036192;Gare de l'Est - Verdun;14;POINT(48.8761560543 2.36091490832)
506;963786819;Jonquoy - Didot;21;POINT(48.8289045482 2.31648076326)
507;129116697;Tanger - Place du Maroc;19;POINT(48.8862524447 2.36892968416)
508;1981490798;Martissot - Victor Hugo;24;POINT(48.9018492 2.3172724)
509;1987547083;Parc Départemental des Hautes-Bruyères;30;POINT(48.7934072 2.3509831)
510;102341385;Château - Bineau;23;POINT(48.8904040286 2.27010637522)
511;82577019;Cité des Sciences et de l'Industrie;30;POINT(48.8965957118 2.38459914923)
512;98132679;Jean Bleuzen - Square du 11 Novembre;49;POINT(48.8232579 2.2965213)
513;1968156458;Ecole Vétérinaire;36;POINT(48.8148885982 2.42243621578)
514;15397468;Maison de Radio - France;47;POINT(48.8513288643 2.27778553963)
515;1057387136;8 Mai 1945 - 10 Juillet 1940;30;POINT(48.7845670297 2.39790357649)
516;213987795;Wilson - Landy;40;POINT(48.9151672622 2.35763322562)
517;54000586;Pernety - Raymond Losserand;32;POINT(48.834254628 2.31760933939)
518;256124192;Belleville - Pyrénées;42;POINT(48.8741908 2.3860039)
519;1021176825;Billancourt - Général Leclerc;22;POINT(48.8322649 2.2380413)
520;30179848;Saint-Blaise - Mouraud;27;POINT(48.856961776 2.40869477391)
521;100910836;Parmentier - Fontaine au Roi;48;POINT(48.8678767055 2.37270597867)
522;27415285;Place de Finlande;25;POINT(48.862408336 2.3113624379)
523;54000558;Chateaubriand - Friedland;31;POINT(48.8740144756 2.29991625787)
524;52453;Le Vau - Maurice Bertaux;25;POINT(48.8680343904 2.41103061245)
525;82448637;Suffren - Pérignon;46;POINT(48.8471756149 2.3070521476)
526;462875227;Jules Guesde - Alsace;25;POINT(48.8905662755 2.29507774115)
527;13242682;Alexander Fleming - Belvédère;31;POINT(48.881790642 2.40305993776)
528;129069108;Paul Barruel - Vaugirard;39;POINT(48.8401491855 2.30443328619)
529;213687475;Traktir - Foch;22;POINT(48.8727553346 2.29154978025)
530;210745258;Jean-Pierre Timbaud - Vaucouleurs;47;POINT(48.867937 2.377885)
531;213706622;Vitruve - Davout;23;POINT(48.8605316115 2.40915928126)
532;653133605;Gare RER - Canadiens;45;POINT(48.8198967782 2.46407836676)
533;1057184567;Paul Signac - Aristide Briand;35;POINT(48.8695026216 2.4502260983)
534;82562496;Benjamin Delessert - Jean Lolive;21;POINT(48.8939204362 2.41798192263)
535;417088374;Place Mongolfier;39;POINT(48.8151600301 2.45928794146)
536;82455731;Cambronne - Villa Croix Nivert;63;POINT(48.8458475614 2.30175744742)
537;210395439;Centre Georges Pompidou;26;POINT(48.861419 2.352581)
538;210582231;Londres - Place d'Estienne d'Orves;25;POINT(48.8766938058 2.33053620905)
539;101011685;Charenton - Prague;26;POINT(48.84817513 2.37635844943)
540;102307005;Villiers - Batignolles;23;POINT(48.8812525385 2.31653843075)
541;125811629;Leredde - Tolbiac;44;POINT(48.8288762966 2.37443827093)
542;66491388;Alfred de Vigny - Place du Général Brocard;33;POINT(48.8783613836 2.30525444822)
543;220504949;Grande Truanderie - Saint-Denis;33;POINT(48.8626302 2.3498075)
544;66505516;Cordelières - Arago;46;POINT(48.835480719 2.3485724617)
545;478250062;Rivoli - Musée du Louvre;24;POINT(48.8636463685 2.33409583569)
546;653140345;Édouard Vaillant - Place Jean Jaurès;24;POINT(48.86265538 2.20890373191)
547;1063053136;Square Victor Basch;0;POINT(48.9138306 2.229257)
548;653166892;Gare de Robinson;30;POINT(48.780744 2.282123)
549;121160813;Place Tristan Bernard;28;POINT(48.8791964 2.2915403)
550;74635382;Place de la Nation - Taillebourg;27;POINT(48.8488408 2.3973043)
551;653190279;Jean-Baptiste Charcot - Sainte-Geneviève;21;POINT(48.903222 2.279097)
552;66507230;Saint-Marcel - Hôpital;21;POINT(48.8395044246 2.36098941702)
553;213688169;Benjamin Godard - Victor Hugo;35;POINT(48.865983 2.275725)
554;85002689;Jourdan - Stade Charléty;60;POINT(48.8194283334 2.34333537519)
555;207633746;Grande Armée - Brunel;62;POINT(48.876116 2.288124)
556;6296;Institut de France;17;POINT(48.8576156786 2.33583135304)
557;95845524;Cité Riverin - Château d'Eau;18;POINT(48.8707024236 2.3587398639)
558;221043930;Bagnolet - Orteaux;36;POINT(48.8570864103 2.39841252565)
559;129050965;Place de la République - Voltaire;19;POINT(48.8668309689 2.36548103392)
560;210584503;Gare de l'Est - Fidélité;15;POINT(48.874575 2.356796)
561;129132870;Nationale - Place Jules Guesde;23;POINT(48.8275396246 2.24160522223)
562;97677210;Parmentier - République;50;POINT(48.8644954 2.3750124)
563;102335085;Aristide Briand - Place de la Résistance;25;POINT(48.821242484 2.25110024214)
564;15298647;Temple - Jean-Pierre Timbaud;36;POINT(48.864465972 2.36605972052)
565;27414945;Montgallet - Charenton;16;POINT(48.8426477787 2.38616492781)
566;653050378;Square René Viviani - Montebello;34;POINT(48.8519048914 2.34784215689)
567;213922790;Champeaux - Gallieni;50;POINT(48.8644591347 2.41617780179)
568;82334007;Pascal - Claude Bernard;49;POINT(48.8390619522 2.34997820109)
569;129124069;Haxo - Surmelin;21;POINT(48.8694370761 2.40539657538)
570;27246227;Edouard Pailleron - Simon Bolivar;24;POINT(48.8797988605 2.37483926117)
571;213692714;Lepic - Armée d'Orient;24;POINT(48.8875364038 2.3343077302)
572;82584215;Place Lafayette;62;POINT(48.8296549755 2.26386755705)
573;100918666;Place Pasdeloup;21;POINT(48.8626542156 2.36703250628)
574;256561528;Eugène Oudiné - Dessous Des Berges;44;POINT(48.8256423 2.3750226)
575;484889494;Hôtel de Ville;26;POINT(48.89314452 2.28888183832)
576;80419347;Lagny - Auguste Blanqui;27;POINT(48.8492256805 2.42186039686)
577;581480367;Fabre d'Eglantine - Place de la Nation;68;POINT(48.8471116 2.3956204)
578;66491371;Pierre Sarrazin - Saint-Michel;33;POINT(48.8509081464 2.34213072807)
579;34300292;Argenson - Château;25;POINT(48.8885593147 2.26420015097)
580;653073004;Tremblay - Lac des Minimes;48;POINT(48.8341312615 2.45475165546)
581;452341449;Choisy - Tolbiac;26;POINT(48.8259115559 2.36023932695)
582;653217067;Jules Guesde - Laennec;19;POINT(48.876289839 2.50069420785)
583;1056979685;Bastille - Quai de la Rapée;27;POINT(48.8468241086 2.36693646759)
584;85100352;Porte de la Chapelle;72;POINT(48.898459966 2.36071944237)
585;101013666;Bercy - Villot;34;POINT(48.841795009 2.37678501848)
586;27313492;Petites Ecuries - Faubourg Saint-Denis;28;POINT(48.8728712059 2.35421508551)
587;66491395;Daumesnil - Hébrard;40;POINT(48.8429 2.38474)
588;443198808;Gaston Tessier - Rosa Parks RER;37;POINT(48.8963765 2.3743692)
589;213674686;Place Jeanne d'Arc;36;POINT(48.829575 2.369126)
590;653137567;Place Saint-Just;22;POINT(48.7903795187 2.38952267915)
591;653087180;Clichy - Douai;32;POINT(48.8841183189 2.32872873545)
592;1057405802;Place Nelson Mandela;30;POINT(48.8978743182 2.21828207374)
593;653139897;Lebrun - Colonel Fabien;27;POINT(48.7826687073 2.38131780177)
594;478732841;Sebastopol - Rambuteau;16;POINT(48.8618180927 2.3501381278)
595;101742129;Cherche-Midi - Hôpital Necker;38;POINT(48.8446106331 2.3179140687)
596;54000570;Place de la Nation - Picpus;36;POINT(48.8468216815 2.40011304617)
597;42275164;Reuilly - Daumesnil;36;POINT(48.8395385 2.3972516)
598;653091677;Place de l'Europe;24;POINT(48.7891370241 2.42848008871)
599;100760396;Turbigo - Réaumur;31;POINT(48.8655740475 2.35641986132)
600;66499894;Sainte-Elisabeth - Turbigo;33;POINT(48.8661033743 2.35964924097)
601;1063012692;Kléber - National;0;POINT(48.90642 2.23938)
602;1063971944;Saint-Michel - Luxembourg;0;POINT(48.845 2.339787)
603;6245;Ventadour - Opéra;27;POINT(48.8668106533 2.33438844825)
604;35380305;Le Goff - Gay-Lussac;35;POINT(48.846102401 2.34122078866)
605;1063061372;Résistance - Parmentier;35;POINT(48.8596513813 2.43670508265)
606;27414527;Danielle Casanova - Opéra;20;POINT(48.8676432423 2.33338940889)
607;66491396;Château de Vincennes;52;POINT(48.8442319326 2.43920953771)
608;102328355;Place Denfert-Rochereau;20;POINT(48.8432525363 2.24598795176)
609;54000578;Bobillot - Tolbiac;33;POINT(48.8255961335 2.3502041772)
610;54000624;Gambetta - Tourelles;20;POINT(48.8753379023 2.40599211305)
611;653190196;LCL Campus - Place Oscar Niemeyer;37;POINT(48.8053424806 2.36398369074)
612;653184632;Edith Cavell - Volta;33;POINT(48.9016165643 2.26935435086)
613;82440673;Maine - Jean Zay;50;POINT(48.8379252639 2.32254289091)
614;125918662;Marcadet - Ramey;21;POINT(48.890875 2.3449019)
615;82408364;Guillaume Bertrand - République;38;POINT(48.8638251743 2.38090637715)
616;251039991;Cassini - Denfert-Rochereau;25;POINT(48.8375258391 2.33603540808)
617;27415302;Michel-Ange - Parent de Rosan;26;POINT(48.8405799237 2.25841194391)
618;42950839;Serrurier;18;POINT(48.8804934032 2.39806417376)
619;129107656;Félix Ziem - Armand Gauthier;25;POINT(48.8894963049 2.3333936588)
620;128930462;Square Louis XVI;29;POINT(48.873204401 2.32365883074)
621;210581084;Gare Saint-Lazare - Place de Budapest;44;POINT(48.877753 2.327339)
622;213693511;Quai de la Seine;24;POINT(48.8844922384 2.37039417028)
623;129014600;Rossini - Laffitte;33;POINT(48.8733462751 2.3379808677)
624;27414578;Notre-Dame-des-Champs - Stanislas;19;POINT(48.8447992886 2.32933775589)
625;101753100;Henry Farman;16;POINT(48.8337243028 2.27138545364)
626;129038848;Enghien - Faubourg Poissonnière;0;POINT(48.8724200631 2.34839523628)
627;653200142;Hôtel de Ville;38;POINT(48.8923718983 2.20554895699)
628;213945171;Noisy le Sec - Jean-Baptiste Clément;22;POINT(48.8745153896 2.41528362036)
629;50156117;Legendre - Dulong;23;POINT(48.8853251694 2.31642376631)
630;128890772;Bosquet - Saint-Dominique;28;POINT(48.8586517095 2.30371658023)
631;1057774603;Marie-Georges Picquart - Pereire;32;POINT(48.8886366935 2.31117065996)
632;102749572;Gare RER de Vincennes;51;POINT(48.8475630151 2.43338316679)
633;6399;Hautpoul - Jean Jaurès;32;POINT(48.8863936794 2.38654145444)
634;129151834;Stalingrad - Désiré Chevalier;42;POINT(48.8567016974 2.44507223368)
635;210090269;Jean Macé - Faidherbe;63;POINT(48.8533754843 2.38286208361)
636;1559700274;Square Gilbert Thomain;20;POINT(48.9071737381 2.26954009384)
637;54000635;Félix Faure - Sadi Carnot;33;POINT(48.9081211023 2.37862318754)
638;82458977;Place Falguière;23;POINT(48.8362997394 2.31044646353)
639;220502135;Porte Dorée;36;POINT(48.8354337 2.4077132)
640;476183970;Gare de l'Est - Place du 11 Novembre 1918;40;POINT(48.876327 2.3585464)
641;100798076;Danton - Serpente;22;POINT(48.8522973626 2.34141323715)
642;27363137;Hameau Fleuri - Marché;22;POINT(48.8314488926 2.2412404418)
643;101748685;Place Etienne Pernet;43;POINT(48.8424345713 2.29218196124)
644;82568336;Jeanne Hornet - Girardot;29;POINT(48.8738026814 2.42782026529)
645;15412563;Square Desnouettes;22;POINT(48.8347683793 2.28414229739)
646;54000607;Convention - Saint-Charles;20;POINT(48.8431561111 2.28310905397)
647;36003;Pont de Lodi - Dauphine;26;POINT(48.8552968986 2.33994730757)
648;27415169;Nationale - Marcel Duchamp;23;POINT(48.8246374934 2.36780148)
649;653069115;Claude Vellefaux - Sambre et Meuse;34;POINT(48.875022 2.370478)
650;452347778;Daumesnil - Picpus;21;POINT(48.8374688 2.401765)
651;85152599;Le Corbusier - Jean Jaurès;46;POINT(48.8378083056 2.24083811045)
652;338853596;Charles de Gaulle - Orléans;26;POINT(48.880922251 2.27158159018)
653;27414924;Sambre et Meuse - Villette;25;POINT(48.8744056662 2.373807238)
654;275968458;Place du Président Salvador Allende;60;POINT(48.8973073104 2.40079153681)
655;284708999;Santé - Arago;38;POINT(48.8350765756 2.3415737262)
656;41587607;Georges Bernanos - Port Royal;30;POINT(48.8401452135 2.33735740185)
657;100783424;Censier - Santeuil;69;POINT(48.8406589214 2.35375240445)
658;1057081237;Cimetière Communal;28;POINT(48.8176997739 2.26093120873)
659;38327;Victor Hugo - La Pompe;41;POINT(48.8679522247 2.28146318346)
660;379063990;Place du 14 Juillet;22;POINT(48.8193351737 2.30044752359)
661;213692227;Square Louise Michel;36;POINT(48.8846873545 2.34413869679)
662;27064639;Vaugirard - Pasteur;21;POINT(48.840408688 2.3154367134)
663;15212034;Gérando - Rochechouart;21;POINT(48.8829434084 2.34648462385)
664;38522;Douai - Pierre Fontaine;25;POINT(48.8822910115 2.33324121684)
665;488980540;Saint-Mandé - Fabre d'Eglantine;34;POINT(48.8453579 2.3965022)
666;1057730786;Halles - Bourdonnais;20;POINT(48.8604489926 2.3460162431)
667;494183852;La Motte-Picquet - La Tour Maubourg;40;POINT(48.8572316 2.3094136)
668;38060;Gare Montparnasse - Arrivée;43;POINT(48.8438279943 2.32258111238)
669;125623876;Phalsbourg - Villiers;20;POINT(48.882423079 2.30904534459)
670;1062807847;Bibliothèque Nationale de France;42;POINT(48.8351806435 2.37590409815)
671;653152142;Château - République;20;POINT(48.905928 2.253629)
672;128843085;Place du Lieutenant Henri Karcher;30;POINT(48.8634908717 2.34006710351)
673;1063027377;Grande Rue - Europe;25;POINT(48.8218104688 2.20587987453)
674;653099465;Amédée Huon - Fort d'Ivry;31;POINT(48.8051313769 2.3884896934)
675;1074410417;Stalingrad - Ludwig Van Beethoven;0;POINT(48.8083636 2.3737399)
676;66491390;Taitbout - Châteaudun;39;POINT(48.8763839694 2.33535667793)
677;35816213;Passy - Place du Costa Rica;33;POINT(48.8584893 2.2839655)
678;66491398;Le Brun - Gobelins;48;POINT(48.8350927878 2.35346813513)
679;210403080;Lacépède - Monge;23;POINT(48.8438928653 2.35196638852)
680;54000581;Croulebarde - Corvisart;34;POINT(48.8309816593 2.34816469252)
681;54000565;Granges aux Belles;27;POINT(48.8761373391 2.36808449794)
682;210586093;Dunkerque - Rocroy;24;POINT(48.880726 2.351464)
683;210574471;Abbeville - Faubourg Poissonnière;14;POINT(48.879223 2.349147)
684;210738704;Mazagran - Bonne Nouvelle;25;POINT(48.870278 2.351281)
685;129048000;Saint-Maur - Roquette;46;POINT(48.8586887741 2.38355399457)
686;126050442;Pereire - Rennequin;23;POINT(48.8836478289 2.29524470866)
687;583178525;Boissière - Etienne Dolet;21;POINT(48.876111 2.4677312)
688;632086890;Place de l'Eglise;28;POINT(48.7919228199 2.39505775273)
689;235599121;Général De Gaulle - Alouette;26;POINT(48.839109 2.4175664)
690;549876068;Villette - Belleville;48;POINT(48.8726877314 2.37646132708)
691;27363362;Seine - Flandre;19;POINT(48.8867857415 2.37461932003)
692;213700358;Villiers de l'Isle Adam - Pyrénées;20;POINT(48.867362 2.396222)
693;650091839;Victor Hugo - Ecoles;25;POINT(48.8047600794 2.41803739303)
694;39626277;Lacuée - Lyon;16;POINT(48.849268482 2.3704585433)
695;570185777;Gare de Courbevoie;36;POINT(48.8993867 2.2506506)
696;6385;Petit - Manin;22;POINT(48.8865068753 2.39381554013)
697;406806401;Guichet - Jean Jaurès;28;POINT(48.9051698681 2.3023840785)
698;82421994;Gare de Bercy;35;POINT(48.8397945739 2.38260660321)
